CMHA - Waterloo Wellington - Community Mental Health Agency at CMHA - Waterloo Wellington - Kitchener Weber Street Office,Canadian Mental Health Association - Waterloo Wellington - Community Mental Health Agency - Kitchener Weber Street Office,CMHA - Waterloo Wellington,Not Available,Not Available,Not Available,Canada,Not Available,519-576-8980,corporate@cmhaww.ca,http://www.cmhaww.ca/,Open to all,Free,Self Referral,9/12/2015 11:27:00,Community Mental Health Agencies,Mon 9:00am - 5:00pm Tue 9:00am - 5:00pm Wed 9:00am - 5:00pm Thu 9:00am - 5:00pm Fri 9:00am - 5:00pm,,,
CMHA - Oxford County - Community Mental Health Agency at CMHA - Oxford County - Ingersoll Office,Canadian Mental Health Association - Oxford County - Community Mental Health Agency - Ingersoll Office,CMHA- Oxford County,Not Available,Not Available,Not Available,Canada,Not Available,Not Available,Not Available,http://www.cmhaoxford.on.ca/programs/support-and-treatment/,16 years and older,Free,Drop In,9/12/2015 11:39:00,Community Mental Health Agencies,Mon 9:00am - 4:30pm Tue 9:00am - 4:30pm Wed 9:00am - 4:30pm Thu 9:00am - 4:30pm Fri 9:00am - 4:30pm,,,
CMHA - Oxford County - Community Mental Health Agency at CMHA - Oxford County - Tillsonberg Office,Canadian Mental Health Association - Oxford County - Community Mental Health Agency - Tillsonberg Office,CMHA- Oxford County,Not Available,Not Available,Not Available,Canada,Not Available,Not Available,Not Available,http://www.cmhaoxford.on.ca/programs/support-and-treatment/,16 years and older,Free,Drop In,9/12/2015 11:39:00,Community Mental Health Agencies,Mon 9:00am - 4:30pm Tue 9:00am - 4:30pm Wed 9:00am - 4:30pm Thu 9:00am - 4:30pm Fri 9:00am - 4:30pm,,,
John Howard Society of Niagara - Job Gym Employment Services at John Howard Society of Niagara - Fort Erie,John Howard Society of Niagara - Job Gym Employment Services - Fort Erie,John Howard Society of Niagara,Not Available,St Catharines,Not Available,Canada,Not Available,905-871-9265,forteriejobgym@jhs-niagara.ca,http://www.jhs-niagara.com/employment/,Self service information resources open to all. Assisted services intended for individuals who are unemployed and out of school.,Free,Self Referral,24/11/2015 9:51,Prejob Guidance Career Counselling Job Search Resource Centres,Mon 8:30am - 6:00pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
John Howard Society of Niagara - Job Gym Employment Services at John Howard Society of Niagara - St Catharines,John Howard Society of Niagara - Job Gym Employment Services - St Catharines,John Howard Society of Niagara,Not Available,St Catharines,Not Available,Canada,Call for appointment.,Not Available,jobgym@jhs-niagara.ca,http://www.jhs-niagara.com/employment/,Self service information resources open to all. Assisted services intended for individuals who are unemployed and out of school.,Free,Self Referral,24/11/2015 9:51,Prejob Guidance Career Counselling Job Search Resource Centres,Not Available,,,
John Howard Society of Niagara - Job Gym Employment Services at John Howard Society of Niagara - Welland,John Howard Society of Niagara - Job Gym Employment Services - Welland,John Howard Society of Niagara,Not Available,St Catharines,Not Available,Canada,Not Available,905-732-2912,wellandjobgym@jhs-niagara.ca,http://www.jhs-niagara.com/employment/,Self service information resources open to all. Assisted services intended for individuals who are unemployed and out of school.,Free,Self Referral,24/11/2015 9:51,Job Search Resource Centres Career Counselling Prejob Guidance,Mon 8:30am - 6:00pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Waterloo Region Public Health - STD and HIV Testing - Appointment Clinic at Waterloo Region Public Health - Cambridge Clinic,Waterloo Region Public Health - STD and HIV Testing - Appointment Clinic,Waterloo Region Public Health,Not Available,Not Available,Not Available,Canada,Not Available,519-621-5967,publichealth@regionofwaterloo.ca,http://www.chd.region.waterloo.on.ca/en/clinicsclassesfairs/sexualhealthcounselling.asp,Residents of Waterloo region <br />Access to birth control methods and pap tests (for 24-year olds and under),Free,Appointment Required,11/3/2016 15:55:00,Sexual Health Centres,Tue 10:00am - 1:00pm Wed 12:00pm - 4:00pm,,,
Waterloo Region Public Health - STD and HIV Testing - Appointment Clinic at Waterloo Region Public Health - Waterloo Clinic,Waterloo Region Public Health - STD and HIV Testing - Appointment Clinic - Waterloo Clinic,Waterloo Region Public Health,Not Available,Not Available,Not Available,Canada,Not Available,Not Available,publichealth@regionofwaterloo.ca,http://www.chd.region.waterloo.on.ca/en/clinicsclassesfairs/sexualhealthcounselling.asp,Residents of Waterloo region,Free,Appointment Required,11/3/2016 15:55:00,Sexual Health Centres,Tue 9:00am - 5:00pm Wed 9:00am - 4:00pm Thu 9:00am - 5:00pm,,,
Middlesex-London Health Unit - Birth Control Clinic at Middlesex-London Health Unit - London,Middlesex-London Health Unit - Birth Control Clinic - London,Middlesex-London Health Unit,50 King Street,London,N6A 5L7,Canada,Tuesday clinic is closed 11:00pm-1:00pm and 3:00pm-4:30pmThursday clinic is closed 3:00pm-5:00pmPill purchase: Monday - Thursday 9:00am - 7:00pm & Friday 9:00am-4:00pm,Not Available,health@mlhu.on.ca,http://www.healthunit.com/birth-control-clinics,Open to all,Covered by health insurance costs apply to certain services,Self Referral Appointment Required,16/03/2016 14:48,Contraception Emergency Contraception Pregnancy Testing Pregnancy Counselling,Mon 1:00pm - 3:00pm Tue 9:00am - 6:30pm Wed 9:00am - 11:30am Thu 1:00pm - 7:00pm,,,
Middlesex-London Health Unit - Birth Control Clinic at Middlesex-London Health Unit - Strathroy,Middlesex-London Health Unit - Birth Control Clinic - Strathroy,Middlesex-London Health Unit,50 King Street,London,N6A 5L7,Canada,Closed from 12:00pm-1:00pm.Thursdays - call ahead for an appointmentPill Purchase - Thursdays 11am-1pm and 2pm-4pm,Not Available,health@mlhu.on.ca,http://www.healthunit.com/birth-control-clinics,Females who require low cost birth control or PAP test.,Covered by health insurance costs apply to certain services,Self Referral Appointment Required,16/03/2016 14:48,Contraception Emergency Contraception Pregnancy Counselling Pregnancy Testing Sexually Transmitted Disease Screening Sexually Transmitted Disease Treatment,Thu 8:30am - 4:30pm,,,
Chatham-Kent Community Health Centres - Anger Solutions for Kids at Chatham-Kent Community Health Centres - Chatham,Chatham-Kent Community Health Centres - Anger Solutions for Kids at Chatham-Kent Community Health Centre,Chatham-Kent Community Health Centres,150 Richmond Street,Chatham,N7M 1N9,Canada,Not Available,Not Available,brooke.smith@ckchc.ca,http://www.ckchc.ca,Youth 8-13,Free,Registration required,19/01/2016 13:36,Anger Management,Mon 9:00am - 4:30pm Tue 9:00am - 8:00pm Wed 9:00am - 4:30pm Thu 9:00am - 8:00pm Fri 9:00am - 4:30pm,,,
Chatham-Kent Community Health Centres - Anger Solutions for Kids at Chatham-Kent Community Health Centres - Wallaceburg,Chatham-Kent Community Health Centres - Anger Solutions for Kids at Chatham-Kent Community Health Centre,Chatham-Kent Community Health Centres,808 Dufferin Avenue,Chatham,N8A 2V4,Canada,Not Available,Not Available,brooke.smith@ckchc.ca,http://www.ckchc.ca,Youth 8-13,Free,Registration required,19/01/2016 13:36,Anger Management,Mon 9:00am - 4:30pm Tue 9:00am - 4:30pm Wed 9:00am - 8:00pm Thu 9:00am - 4:30pm Fri 9:00am - 4:30pm,,,
Perth District Health Unit - Sexual Health Clinic - Drop In Clinic at Perth District Health Unit - Listowel,Perth District Health Unit - Sexual Health Clinic - Drop In Clinic - Listowel,Perth District Health Unit,Not Available,Not Available,Not Available,Canada,If you are refilling a birth control prescription you will need to speak with a nurse (by phone or in person) and give us 24 hours notice. Call 519-271-7600 ext 779 or text 519-635-2504.,Not Available,healthline@pdhu.on.ca,http://www.pdhu.on.ca/classes-clinics-and-services/sexual-health-clinics/,Open to all,Free,Drop In,27/01/2016 16:11,Sexual Health Centres,Fri 10:00am - 2:00pm,,,
Huron County Health Unit - Drop In Sexual Health Clinic at Huron County Health Unit - Wingham,Huron County Health Unit - Drop In Sexual Health Clinic - Wingham,Huron County Health Unit,Not Available,Clinton,Not Available,Canada,Not Available,Not Available,hchu@huroncounty.ca,http://www.huronhealthunit.ca/,Open to all,Free,Drop In,7/4/2016 13:58:00,Sexual Health Centres,Thu 11:30am - 3:30pm,,,
The YMCA-YWCA of the National Capital Region - Employment Access Centres at The YMCA-YWCA of the National Capital Region Argyle Avenue,The YMCA-YWCA of the National Capital Region - Employment Access Centres - Argyle Avenue,The YMCA-YWCA of the National Capital Region,Not Available,Ottawa,Not Available,Canada,Not Available,613-788-5051,eac.argyle@ymcaywca.ca,http://www.ymcaywca.ca/Adults/employmentservices/yemploymentaccesscentres,Open to all 14 years and older who are looking for work,Free,Drop In,12/7/2016 11:50:00,Career Counselling Prejob Guidance Job Search Resource Centres,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 7:00pm Fri 8:30am - 4:00pm,,,
The YMCA-YWCA of the National Capital Region - Employment Access Centres at The YMCA-YWCA of the National Capital Region Nepean Y,The YMCA-YWCA of the National Capital Region - Employment Access Centres - Nepean Y,The YMCA-YWCA of the National Capital Region,Not Available,Ottawa,Not Available,Canada,Not Available,Not Available,eac.merivale@ymcaywca.ca,http://www.ymcaywca.ca/Adults/employmentservices/yemploymentaccesscentres,Open to all 14 years and older who are looking for work,Free,Drop In,12/7/2016 11:55:00,Career Counselling Prejob Guidance Job Search Resource Centres,Mon 8:30am - 7:00pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:00pm,,,
Yes Employment Services - Employment Services at Yes Employment Services - Mattawa,Yes Employment Services - Employment Services - Mattawa,Yes Employment Services - Nipissing,Not Available,North Bay,Not Available,Canada,Not Available,705-744-3967,info@yesnorthbay.com,http://www.yesnorthbay.com/,Individuals 15 years and older who are unemployed or underemployed.,Free,Drop in and self referral,13/07/2016 12:12,Career Counselling Prejob Guidance Job Search Resource Centres,Wed 8:30am - 4:00pm,,,
Yes Employment Services - Employment Services at Yes Employment Services - North Bay,Yes Employment Services - Employment Services - North Bay,Yes Employment Services - Nipissing,Not Available,North Bay,Not Available,Canada,Not Available,705-476-9302,leeanne.maille@yesnorthbay.com,http://www.yesnorthbay.com/,Individuals 15 years and older who are unemployed or underemployed.,Free,Drop In and self referral,13/07/2016 12:12,Career Counselling Prejob Guidance Job Search Resource Centres,Mon 8:30am - 4:30pm Tue 8:30am - 7:00pm Wed 8:30am - 4:30pm Thu 9:00am - 4:30pm Fri 8:30am - 4:30pm,,,
Yes Employment Services - Employment Services at Yes Employment Services - Marten River,Yes Employment Services - Employment Services - Marten River,Yes Employment Services - Nipissing,Not Available,North Bay,Not Available,Canada,Call to arrange individualized services,705-476-9302,leeanne.maille@yesnorthbay.com,http://www.yesnorthbay.com/,Individuals who are 15 years and older who are unemployed or underemployed.,Free,Appointment Required,13/07/2016 12:11,Career Counselling Prejob Guidance Job Search Resource Centres,Not Available,,,
Valoris for Children and Adults of Prescott-Russell - Child and Family Mental Health at Valoris for Children and Adults of Prescott-Russell - Plantagenet,Valoris for Children and Adults of Prescott-Russell - Child and Family Mental Health - Plantagenet,Valoris for Children and Adults of Prescott-Russell,PO Box 248,Plantagenet,K0B 1L0,Canada,Not Available,613-673-1405,info@valorispr.ca,http://www.valorispr.ca,Children and youth aged 18 and younger and their families.,Cost unknown - inquire for more information,Application Process unknown - please inquire for more information,8/7/2016 15:19:00,Family Counselling Individual Counselling Community Mental Health Agencies,Mon 8:30am - 4:00pm Tue 8:30am - 4:00pm Wed 8:30am - 4:00pm Thu 8:30am - 4:00pm Fri 8:30am - 4:00pm,,,
Centre de Sante Communautaire de lEstrie - Santé Mentale at Centre de Sante Communautaire de lEstrie - Cornwall,Centre de Sante Communautaire de lEstrie - Santé Mentale - Cornwall,Centre de Sante Communautaire de lEstrie,841 rue Sydney,Cornwall,K6H 3J7,Canada,Not Available,613-937-2698,info@cscestrie.on.ca,http://www.cscestrie.on.ca,Toute le monde dans les comtés de Stormont Glengarry et Dundas et Prescott et Russel.,Gratuit,Rendez-vous requis,7/9/2016 9:37:00,Consultation familiale Consultation de groupe Consultation individuelle,Mon 8:30am - 8:00am Tue 8:30am - 8:00am Wed 8:30am - 8:00am Thu 8:30am - 4:30am Fri 8:30am - 4:30am,,,
Centre de Sante Communautaire de lEstrie - Santé Mentale at Centre de Sante Communautaire de lEstrie - Crysler,Centre de Sante Communautaire de lEstrie - Santé Mentale - Crysler,Centre de Sante Communautaire de lEstrie,1 rue Nation,Crysler,K0A 1R0,Canada,Not Available,613-987-9908,info@cscestrie.on.ca,http://www.cscestrie.on.ca,Toute le monde dans les comtés de Stormont Glengarry et Dundas et Prescott et Russel.,Gratuit,Rendez-vous requis,7/9/2016 9:37:00,Consultation familiale Consultation de groupe Consultation individuelle,Mon 9:00am - 4:30pm Tue 9:00am - 4:30pm Wed 1:00pm - 8:00pm Thu 9:00am - 4:30pm Fri 9:00am - 4:30pm,,,
Centre de Sante Communautaire de lEstrie - Santé Mentale at Centre de Sante Communautaire de lEstrie - Embrun,Centre de Sante Communautaire de lEstrie - Santé Mentale - Embrun,Centre de Sante Communautaire de lEstrie,738 rue Notre-Dame,Embrun,K0A 1W1,Canada,Not Available,613-443-9519,info@cscestrie.on.ca,http://www.cscestrie.on.ca,Toute le monde dans les comtés de Stormont Glengarry et Dundas et Prescott et Russel.,Gratuit,Rendez-vous requis,7/9/2016 9:37:00,Consultation familiale Consultation de groupe Consultation individuelle,Mon 9:00am - 4:30pm Tue 9:00am - 8:00pm Wed 9:00am - 4:30pm Thu 9:00am - 4:30pm Fri 9:00am - 4:30pm,,,
CMHA - Halton Region - Walk-In Counselling at CMHA - Halton Region - Oakville Office,CMHA - Halton Region - Walk-In Counselling - Oakville,CMHA - Halton Region,1540 Cornwall Road,Oakville,L6J 7W5,Canada,Not Available,Not Available,info@cmhahrb.ca,http://halton.cmha.ca,Youth 16 years and older.,Free,Drop In,15/11/2016 9:17,Individual Counselling,Wed 10:00am - 2:00pm,,,
Rebound - SPECTRUM at Sarnia-Lambton Rebound - Forest,Rebound - SPECTRUM - Forest,Sarnia-Lambton Rebound,59 King Street West,Forest,N0N 1J0,Canada,Bi-weekly,519-344-8024,office@reboundonline.com,http://www.reboundonline.com,LGBT2SQ youth ages 12-24,Free,Drop In,18/01/2017 10:52,LGBTQ Support Groups,Wed 4:00pm - 5:30pm,,,
Rebound - SPECTRUM at Sarnia-Lambton Rebound - Petrolia,Rebound - SPECTRUM - Petrolia,Sarnia-Lambton Rebound,411 Wingfield Street,Petrolia,N0N 1R0,Canada,Biweekly,519-344-8024,office@reboundonline.com,http://www.reboundonline.com,LGBT2SQ youth ages 12-24,Free,Drop In,18/01/2017 10:52,LGBTQ Support Groups,Wed 4:00pm - 5:30pm,,,
Rebound - SPECTRUM at Sarnia-Lambton Rebound - Sarnia,Rebound - SPECTRUM - Sarnia,Sarnia-Lambton Rebound,10 Lorne Crescent,Sarnia,N7S 1H8,Canada,Biweekly,519-344-8024,office@reboundonline.com,http://www.reboundonline.com,LGBT2SQ youth ages 12-24,Free,Drop In,18/01/2017 10:53,LGBTQ Support Groups,Wed 4:00pm - 5:30pm,,,
Shining Through Centre For Children With Autism - Autism Therapy at Shining Through Centre For Children With Autism - North York Campus,Shining Through Centre For Children With Autism - Autism Therapy - North York Campus,Shining Through Centre For Children With Autism,250 Beecroft Road,North York,M2N 6W3,Canada,Not Available,Not Available,info@shiningthrough.ca,http://www.shiningthrough.ca,Youths ages 18 and under.,Cost unknown - inquire for more information,Registration required,1/2/2017 11:18:00,Autism Therapy,Not Available,,,
Shining Through Centre For Children With Autism - Autism Therapy at Shining Through Centre For Children With Autism - Woodbridge Centre,Shining Through Centre For Children With Autism - Autism Therapy - Woodbridge Centre,Shining Through Centre For Children With Autism,7365 Martin Grove Road,Woodbridge,L4L 9E4,Canada,Not Available,905-851-1132,info@shiningthrough.ca,http://www.shiningthrough.ca,Youths ages 18 and under.,Cost unknown - inquire for more information,Registration required,1/2/2017 11:18:00,Autism Therapy,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
The Gilbert Centre - LGBTQ Youth Drop-In at The Gilbert Centre - Barrie (Head Office),The Gilbert Centre - LGBTQ Drop-In Centre,The Gilbert Centre,555-80 Bradford Street,Barrie,L4N 6S7,Canada,Not Available,Not Available,jakef@gilbertcentre.ca,http://www.gilbertcentre.ca,LGBTQ youth ages 16 - 23,Free,Drop In,24/02/2017 11:56,LGBTQ Community Centres,Thu 4:00pm - 6:00pm,,,
Centre de Sante Communautaire de lEstrie - Santé Mentale at Centre de Sante Communautaire de lEstrie - Bourget,Centre de Sante Communautaire de lEstrie - Santé Mentale - Bourget,Centre de Sante Communautaire de lEstrie,2081 rue Laval,Bourget,K0A 1E0,Canada,Not Available,613-487-4182,info@cscestrie.on.ca,http://www.cscestrie.on.ca,Toute le monde dans les comtés de Stormont Glengarry et Dundas et Prescott et Russel.,Gratuit,Rendez-vous requis,7/9/2016 9:36:00,Consultation familiale Consultation de groupe Consultation individuelle,Mon 9:00am - 8:00pm Tue 9:00am - 4:30pm Wed 9:00am - 8:00pm Thu 9:00am - 4:30pm Fri 9:00am - 4:30pm,,,
Centre de Sante Communautaire de lEstrie - Santé Mentale at Centre de Sante Communautaire de lEstrie - Alexandria,entre de Sante Communautaire de lEstrie - Santé Mentale - Alexandria,Centre de Sante Communautaire de lEstrie,5 rue Main Sud,Alexandria,K0C 1A0,Canada,Not Available,613-525-3991,info@cscestrie.on.ca,http://www.cscestrie.on.ca,Toute le monde dans les comtés de Stormont Glengarry et Dundas et Prescott et Russel.,Gratuit,Rendez-vous requis,7/9/2016 9:36:00,Consultation individuelle Consultation de groupe Consultation familiale,Mon 9:00am - 4:30pm Tue 9:00am - 4:30pm Wed 9:00am - 8:00pm Thu 9:00am - 4:30pm Fri 9:00am - 4:30pm,,,
KidsAbility Centre For Child Development - Intensive Behavioural Intervention (IBI) at KidsAbility Centre For Child Development - Kitchener Autism Services Site,KidsAbility Centre For Child Development - Intensive Behavioural Intervention (IBI) - Kitchener,KidsAbility Centre For Child Development,65 Hanson Avenue,Kitchener,N2C 2H6,Canada,Not Available,519-886-7292,info@kidsability.ca,http://www.kidsability.ca,Youth ages 18 and under with a diagnosed autism spectrum disorder,Free,Medical Referral Required,7/3/2017 10:53:00,Autism Therapy,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
KEYS Job Centre DEmploi - Youth Employment Services at KEYS Job Centre DEmploi - Smiths Falls,KEYS Job Centre DEmploi - Youth Employment Services - Smiths Falls,KEYS Job Centre DEmploi,Not Available,Westport,Not Available,Canada,Call for hours.,Not Available,elgin@keys.ca,http://www.keys.ca,Youth 15-30 years who are unemployed and out of school,Free,Self Referral,29/12/2016 14:41,Prejob Guidance,Not Available,,,
KEYS Job Centre DEmploi - Youth Employment Services at KEYS Job Centre DEmploi - Kingston (Downtown),KEYS Job Centre DEmploi - Youth Employment Services - Kingston (Downtown),KEYS Job Centre DEmploi,Not Available,Kingston,Not Available,Canada,Not Available,613-546-9592,info@keys.ca,http://www.keys.ca,Youth 15-30 years who are unemployed and out of school,Free,Self Referral,29/12/2016 14:41,Prejob Guidance,Mon 8:30am - 4:30pm Tue 8:30am - 6:00pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm Sat 9:30am - 12:30pm,,,
KEYS Job Centre DEmploi - Youth Employment Services at KEYS Job Centre DEmploi - Kingston (Uptown),KEYS Job Centre DEmploi - Youth Employment Services - Kingston (Uptown),KEYS Job Centre DEmploi,Not Available,Kingston,Not Available,Canada,Not Available,613-546-3928,info@keys.ca,http://www.keys.ca,Youth 15-30 years who are unemployed and out of school,Free,Appointment Required,29/12/2016 14:41,Prejob Guidance,Mon 8:30am - 4:30pm Tue 8:30am - 6:00pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm Sat 9:30am - 12:30pm,,,
KEYS Job Centre DEmploi - Youth Employment Services at KEYS Job Centre DEmploi - Gananoque,KEYS Job Centre DEmploi - Youth Employment Services - Gananoque,KEYS Job Centre DEmploi,Not Available,Gananoque,Not Available,Canada,Occasional Saturdays 9:00am-12:00pm (call for details),613-382-2492,gan@keys.ca,http://www.keys.ca,Youth 15-30 years who are unemployed and out of school,Free,Self Referral,29/12/2016 14:41,Prejob Guidance,Mon 8:00am - 4:00pm Tue 8:00am - 4:00pm Wed 8:00am - 4:00pm Thu 8:00am - 4:00pm Fri 8:00am - 4:00pm,,,
KEYS Job Centre DEmploi - Youth Employment Services at KEYS Job Centre DEmploi - Elgin,KEYS Job Centre DEmploi - Youth Employment Services - Elgin,KEYS Job Centre DEmploi,Not Available,Elgin,Not Available,Canada,Not Available,613-359-1197,elgin@keys.ca,http://www.keys.ca,Youth 15-30 years who are unemployed and out of school,Free,Self Referral,29/12/2016 14:41,Prejob Guidance,Mon 8:00am - 4:00pm Tue 8:00am - 4:00pm Wed 8:00am - 4:00pm Thu 8:00am - 4:00pm Fri 8:00am - 1:00pm,,,
Hands - The Family Help Network - Autism Services at Hands - East Nipissing,Hands - The Family Help Network - Autism Services - East Nipissing,Hands,150 Water Street,Mattawa,P0H 1V0,Canada,By appointment,705-495-1373,info@handstfhn.ca,http://www.thefamilyhelpnetwork.ca,Children and youth aged 18 and underand their families.,Free,Parental/Guardian Referral Required,30/01/2017 8:41,Autism Therapy,Not Available,,,
Hands - The Family Help Network - Autism Services at Hands - East Parry Sound,Hands - The Family Help Network - Autism Services - East Parry Sound,Hands,PO Box 596,Sundridge,P0A 1Z0,Canada,Not Available,705-384-5808,info@handstfhn.ca,http://www.thefamilyhelpnetwork.ca,Children and youth aged 18 and underand their families.,Free,Parental/Guardian Referral Required,30/01/2017 8:41,Autism Therapy,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 6:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Hands - The Family Help Network - Autism Services at Hands - Muskoka,Hands - The Family Help Network - Autism Services - Muskoka,Hands,23 Balls Drive,Bracebridge,P1L 1T1,Canada,Closed from 12:00pm - 1:00pm,705-645-7988,info@handstfhn.ca,http://www.thefamilyhelpnetwork.ca,Children and youth aged 18 and underand their families.,Free,Parental/Guardian Referral Required,30/01/2017 8:41,Autism Therapy,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Hands - The Family Help Network - Autism Services at Hands - North Bay,Hands - The Family Help Network - Autism Services - North Bay,Hands,222 Main Street East,North Bay,P1B 1B1,Canada,Not Available,705-495-1373,info@handstfhn.ca,http://www.thefamilyhelpnetwork.ca,Children and youth aged 18 and under and their families.,Free,Parental/Guardian Referral Required,30/01/2017 8:41,Autism Therapy,Mon 8:30am - 4:30pm Tue 8:30am - 7:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Hands - The Family Help Network - Autism Services at Hands - Powassan,Hands - The Family Help Network - Autism Services - Powassan,Hands,8 King Street,Powassan,P0H 1Z0,Canada,By appointment,705-384-5808,info@handstfhn.ca,http://www.thefamilyhelpnetwork.ca,Children and youth aged 18 and underand their families.,Free,Parental/Guardian Referral Required,30/01/2017 8:41,Autism Therapy,Not Available,,,
Hands - The Family Help Network - Autism Services at Hands - Timmins,Hands - The Family Help Network - Autism Services - Timmins,Hands,60 Wilson Avenue,Timmins,P4N 2S7,Canada,Not Available,705-264-0860,info@handstfhn.ca,http://www.thefamilyhelpnetwork.ca,Children and youth aged 18 and underand their families.,Free,Parental/Guardian Referral Required,30/01/2017 8:41,Autism Therapy,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Hands - The Family Help Network - Autism Services at Hands - West Nipissing,Hands - The Family Help Network - Autism Services - West Nipissing,Hands,125 Lisgar Street,Sturgeon Falls,P2B 3H4,Canada,Closed 12:00pm - 1:00pm,705-753-4464,info@handstfhn.ca,http://www.thefamilyhelpnetwork.ca,Children and youth aged 18 and underand their families.,Free,Parental/Guardian Referral Required,30/01/2017 8:41,Autism Therapy,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Hands - The Family Help Network - Autism Services at Hands - West Parry Sound,Hands - The Family Help Network - Autism Services - West Parry Sound,Hands,2 May Street,Parry Sound,P2A 1S2,Canada,Not Available,705-746-7600,info@handstfhn.ca,http://www.thefamilyhelpnetwork.ca,Children and youth aged 18 and underand their families.,Free,Parental/Guardian Referral Required,30/01/2017 8:41,Autism Therapy,Mon 8:30am - 4:30pm Tue 8:30am - 7:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Firefly - Autism Services at Firefly - Dryden,Firefly - Autism Services - Dryden,Firefly,75C Van Horne Avenue,Dryden,P8N 2B2,Canada,Closed from 12:00pm - 1:00pm,807-223-2791,ahendy@fireflynw.ca,http://www.fireflynw.ca,Children and youth under 18.,Free,Parental/Guardian Referral Required,22/02/2017 10:05,Autism Therapy,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
Firefly - Autism Services at Firefly - Kenora,Firefly - Autism Services - Kenora,Firefly,Not Available,Kenora,Not Available,Canada,Closed from 12:00pm - 1:00pm,807-467-5444,ahendy@fireflynw.ca,http://www.fireflynw.ca,Children and youth under 18.,Free,Parental/Guardian Referral Required,22/02/2017 10:05,Autism Therapy,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
One Kids Place - ABA/Autism Services at One Kids Place - Kirkland Lake,One Kids Place - ABA/Autism Services - Kirkland Lake,One Kids Place,6 Tweedsmuir Road,Kirkland Lake,P2N 1H9,Canada,Not Available,705-474-0127,info@onekidsplace.ca,https://www.onekidsplace.ca,Children and youths ages 19 and under,Free,Parental/Guardian Referral Required,22/02/2017 11:14,Autism Therapy,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
One Kids Place - ABA/Autism Services at One Kids Place - New Liskeard,One Kids Place - ABA/Autism Services - New Liskeard,One Kids Place,213 Whitewood Avenue West,New Liskeard,P0J 1P0,Canada,Not Available,705-474-0127,info@onekidsplace.ca,https://www.onekidsplace.ca,Children and youths ages 19 and under,Free,Parental/Guardian Referral Required,22/02/2017 11:14,Autism Therapy,Mon 8:30am - 4:30pm Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Tue 8:30am - 4:30pm Fri 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
One Kids Place - ABA/Autism Services at One Kids Place - North Bay,One Kids Place - ABA/Autism Services - North Bay,One Kids Place,400 McKeown Avenue,North Bay,P1B 0B2,Canada,Not Available,705-474-0127,info@onekidsplace.ca,https://www.onekidsplace.ca,Children and youths ages 19 and under,Free,Parental/Guardian Referral Required,22/02/2017 11:14,Autism Therapy,Mon 8:30am - 4:30pm Tue 8:30am - 4:30pm Wed 8:30am - 4:30pm Thu 8:30am - 4:30pm Fri 8:30am - 4:30pm,,,
